Rating,Review,Comments
5,Classy product,"Good product,🙂I like it thanks fI love your products 😍READ MORE"
5,Must buy!,SuperREAD MORE
5,Highly recommended,Very good productREAD MORE
5,Super!,Very good tarminater 44 mint full responceREAD MORE
5,Worth every penny,PerfectREAD MORE
4,Does the job,Good productREAD MORE
3,Wonderful,Excellent 👌READ MORE
5,Brilliant,LovelyREAD MORE
5,Mind-blowing purchase,Wonderful trimmer I like it tq flipcarkREAD MORE
5,Nice product,Fabulous product.READ MORE
5,Pretty good,good prodactk.every thing is allright.bt charging cable is missing.Otherwise everything is okREAD MORE
5,Perfect product!,NiceREAD MORE
4,Best in the market!,NiceREAD MORE
5,Terrific purchase,I love you flipkart very niceREAD MORE
5,Fabulous!,Good productREAD MORE
5,Does the job,Not bad...READ MORE
5,Good quality product,GoodREAD MORE
5,Very Good,GoodREAD MORE
5,Delightful,Castomar good dilevarREAD MORE
5,Super!,ThanksREAD MORE
5,Great product,Very good productsREAD MORE
5,Wonderful,Very nice productsREAD MORE
5,Just wow!,Amazing ProductREAD MORE
4,Perfect product!,My father loved it very much... Thank u flipkart... Very miceREAD MORE
4,Nice product,GoodREAD MORE
5,Utterly Disappointed,Its is not a worthy product😟😟😟READ MORE
5,Don't waste your money,"Waste of money,Blades are too worst,It consumes too much time for charging and drain shortlyREAD MORE"
5,Delightful,NiceREAD MORE
5,Very Good,Osam productREAD MORE
5,Must buy!,Very niceREAD MORE
5,Wonderful,best productREAD MORE
5,Simply awesome,Exalted productREAD MORE
5,Just okay,Nice🤗READ MORE
4,Worth every penny,"On time and on place delivery , delivery boy was humble and product is goodREAD MORE"
4,Value-for-money,Not badREAD MORE
5,Slightly disappointed,Waste of money After charging 8hr it give you only 30min running time. It's better to buy some branded trimmers.READ MORE
5,Worth every penny,Fantastic!!Budget trimmer!!Really niceREAD MORE
4,Bad quality,15min runtimeREAD MORE
5,Good choice,GoodREAD MORE
5,Awesome,GoodREAD MORE
5,Worst experience ever!,Made in CHINA product quality is not goodREAD MORE
3,Moderate,Only good in looksREAD MORE
4,Wonderful,"Work smoothly, good material,must buyREAD MORE"
5,Terrific purchase,Nice productREAD MORE
4,Just wow!,Nice productREAD MORE
5,Classy product,Superb in this priceREAD MORE
5,Perfect product!,NiceREAD MORE
4,Mind-blowing purchase,Very good products amazingREAD MORE
5,Delightful,Good product..READ MORE
5,Wonderful,SuperREAD MORE
5,Good,After 1 time use make too noiseREAD MORE
3,Very Good,GoodREAD MORE
4,Wonderful,"Work smoothly, good material,must buyREAD MORE"
5,Terrific purchase,Nice productREAD MORE
4,Just wow!,Nice productREAD MORE
4,Classy product,Superb in this priceREAD MORE
5,Perfect product!,NiceREAD MORE
5,Mind-blowing purchase,Very good products amazingREAD MORE
5,Delightful,Good product..READ MORE
5,Wonderful,SuperREAD MORE
5,Good,After 1 time use make too noiseREAD MORE
5,Very Good,GoodREAD MORE
5,Decent product,We can't clean shave in this productREAD MORE
3,Very poor,"I thought nova was a reputed company but I was wrong. The trimmer is such a piece of frustration. After using it for a month. Its power button has faulted. When I switch it on, it doesn't not switch off. I have to let it run until the battery runs out. After applying immense force on the power button, it still does not switch off.Also the design team of nova should look into it, such a poor design model of the power button..Pathetic this is.READ MORE"
5,Perfect product!,Very niceREAD MORE
5,Classy product,Nice productREAD MORE
5,Good quality product,Best in this valueREAD MORE
5,Terrific,Trimmer are very good and smoothness . Battery is better than other trimmer.READ MORE
4,Worth every penny,Good oneREAD MORE
5,Brilliant,Super 😘😘😘😘😘😘READ MORE
4,Value-for-money,Nice product I am very happy to buying thisREAD MORE
5,Not recommended at all,Skin effectREAD MORE
5,Wonderful,Nice NovaREAD MORE
3,Decent product,good pruductREAD MORE
5,Just wow!,ExcellentREAD MORE
4,Simply awesome,Good productREAD MORE
5,Best in the market!,Nice products and good workingREAD MORE
4,Waste of money!,I brought at 586 not nice oneREAD MORE
5,Delightful,"Good....worth for money. I used and feel it very smooth and nice cutting. In this price it's good product, quality with minimum price.READ MORE"
5,Terrific,It's a amazing product at this price.thankx FlipkartREAD MORE
3,Decent product,Amazing performance by Nova thanks FlipkartREAD MORE
5,Terrific,SuperbREAD MORE
5,Fabulous!,Good productREAD MORE
4,Simply awesome,thise is very goodREAD MORE
5,Good quality product,according to price it's a good productREAD MORE
4,Does the job,Good productREAD MORE
4,Good choice,Nice product but not that much clarity of trimming.READ MORE
4,Bad quality,Brand feal heREAD MORE
4,Just wow!,SuperREAD MORE
5,Fabulous!,niceREAD MORE
5,Value-for-money,Nice productREAD MORE
5,Brilliant,NiceREAD MORE
5,Terrific purchase,Good qualityREAD MORE
4,Mind-blowing purchase,"Nice trimmer,working well.READ MORE"
5,Great product,Good product.READ MORE
4,Not recommended at all,Runtime 10 minREAD MORE
4,Excellent,GoodREAD MORE
4,Just wow!,Good prroduct dekivered by flipkartREAD MORE
4,Bad quality,Nice product I'm so happyREAD MORE
5,Excellent,NiceREAD MORE
5,Pretty good,Nice worth moneyREAD MORE
5,Nice,Value for moneyREAD MORE
5,Really Nice,GoodREAD MORE
4,Mind-blowing purchase,Best qualityREAD MORE
5,Worth the money,Good product 👍READ MORE
4,Best in the market!,Good products within the price. Working like philipsREAD MORE
5,Pretty good,Fast delivery by Flipkart . thanks ...READ MORE
4,Worth every penny,GoodREAD MORE
5,Just okay,Light weight & easy to use.READ MORE
5,Waste of money!,Very wrost products please don't buy it... Battery backup so cheap....READ MORE
5,Don't waste your money,not working just after a few months of using that too not used even regular once or twice in a monthREAD MORE
3,Good,Not badREAD MORE
5,Really Nice,GoodREAD MORE
5,Mind-blowing purchase,Best qualityREAD MORE
4,Worth the money,Good product 👍READ MORE
3,Best in the market!,Good products within the price. Working like philipsREAD MORE
5,Pretty good,Fast delivery by Flipkart . thanks ...READ MORE
3,Worth every penny,GoodREAD MORE
5,Just okay,Light weight & easy to use.READ MORE
5,Waste of money!,Very wrost products please don't buy it... Battery backup so cheap....READ MORE
5,Don't waste your money,not working just after a few months of using that too not used even regular once or twice in a monthREAD MORE
3,Good,Not badREAD MORE
5,Good quality product,GoodREAD MORE
5,Awesome,SuperREAD MORE
4,Excellent,While using the product vibrated very badly .... Over all its a good product....READ MORE
3,Worthless,Bed productsREAD MORE
5,Worth every penny,NiceREAD MORE
3,Bad quality,OkREAD MORE
5,Worth every penny,Nice trimmerREAD MORE
5,Decent product,Battery lasting is nice but not comfortable and not properly shave hole beardREAD MORE
5,Must buy!,"Nyc product ,I bought 3rd time...READ MORE"
4,Perfect product!,SuperREAD MORE
5,Absolute rubbish!,CaREAD MORE
4,Best in the market!,nice productREAD MORE
4,Did not meet expectations,Very bad battery quality is very badREAD MORE
5,Good Products,Good ProductsREAD MORE
4,Not recommended at all,Someone used product dont buyREAD MORE
5,Great product,Nice productREAD MORE
5,Good,Ok 👍vstjREAD MORE
5,Highly recommended,NiceREAD MORE
4,Classy product,Very nice product and amazing qualityREAD MORE
3,Simply awesome,Great produced value for money thanks to nova and flipkartREAD MORE
5,Absolute rubbish!,CaREAD MORE
5,Best in the market!,nice productREAD MORE
4,Did not meet expectations,Very bad battery quality is very badREAD MORE
5,Good Products,Good ProductsREAD MORE
5,Not recommended at all,Someone used product dont buyREAD MORE
5,Great product,Nice productREAD MORE
4,Good,Ok 👍vstjREAD MORE
5,Highly recommended,NiceREAD MORE
4,Classy product,Very nice product and amazing qualityREAD MORE
3,Simply awesome,Great produced value for money thanks to nova and flipkartREAD MORE
5,Very Good,Nice product same like flipkart smartbuy trimmer one changes is there that is nova NHT working time is better than flipkart smartbuyREAD MORE
5,Good,SuperREAD MORE
4,Terrific,Mast itemREAD MORE
5,Perfect product!,Trimmer is really nice And very softREAD MORE
5,Must buy!,GoodREAD MORE
5,Don't waste your money,I got a product which is damaged.. And then when I tried to purchase it again the rate increased...READ MORE
4,Brilliant,Nice 👍READ MORE
5,Mind-blowing purchase,nice productREAD MORE
4,Best in the market!,Best productREAD MORE
3,Decent product,No. 3 comb is absent and no.6 is double  this is not goodREAD MORE
5,Good quality product,OkREAD MORE
5,Perfect product!,SuprREAD MORE
4,Very Good,"Quality best,but parking very badREAD MORE"
3,Awesome,Very very nice productREAD MORE
4,Mind-blowing purchase,I have used this product last one month. It's works fine and working fine. Running time is GoodREAD MORE
5,Great product,This product is extremely good.READ MORE
4,Awesome,Nice productsREAD MORE
5,Terrific,Very good I'm happyREAD MORE
4,Terrific purchase,GoodREAD MORE
3,Just wow!,Really superb productREAD MORE
5,Good quality product,OkREAD MORE
5,Perfect product!,SuprREAD MORE
4,Very Good,"Quality best,but parking very badREAD MORE"
3,Awesome,Very very nice productREAD MORE
4,Mind-blowing purchase,I have used this product last one month. It's works fine and working fine. Running time is GoodREAD MORE
5,Great product,This product is extremely good.READ MORE
4,Awesome,Nice productsREAD MORE
5,Terrific,Very good I'm happyREAD MORE
5,Terrific purchase,GoodREAD MORE
5,Just wow!,Really superb productREAD MORE
5,Pretty good,"I liked this product, you can also buyREAD MORE"
4,Nice,OkREAD MORE
4,Simply awesome,Nice productREAD MORE
4,Awesome,Very niceREAD MORE
5,Just wow!,Very good productREAD MORE
5,Brilliant,Very nice product 👌👌👍💐READ MORE
5,Wonderful,Very nice yr 🥰🥰🥳READ MORE
5,Pretty good,Worth for the priceREAD MORE
4,Terrific,Nice productREAD MORE
5,Perfect product!,Best delivery from Flipkart nice product  Flipkart nice product best timmer working wellREAD MORE
5,Super!,GoodREAD MORE
4,Just wow!,It's very niceValue for moneyREAD MORE
4,Highly recommended,NiceREAD MORE
5,Great product,SuperbREAD MORE
5,Perfect product!,Very nice productREAD MORE
5,Best in the market!,SuperREAD MORE
4,Super!,Awesome product👌👌👌READ MORE
4,Awesome,Good product.READ MORE
5,Worth the money,Nice product in less priceREAD MORE
5,Value-for-money,Good productREAD MORE
4,Super!,GoodREAD MORE
4,Just wow!,It's very niceValue for moneyREAD MORE
5,Highly recommended,NiceREAD MORE
5,Great product,SuperbREAD MORE
5,Perfect product!,Very nice productREAD MORE
4,Best in the market!,SuperREAD MORE
4,Super!,Awesome product👌👌👌READ MORE
4,Awesome,Good product.READ MORE
5,Worth the money,Nice product in less priceREAD MORE
5,Value-for-money,Good productREAD MORE
4,Great product,AwesomeREAD MORE
3,Wonderful,Comfortable machineREAD MORE
4,Nice product,Nice product thanks flipkartREAD MORE
5,Awesome,"This product is so famous & good quality.    What to say about it's product, really this product is very very very good.       And it's dilevery with in 3 days.  But look at in future, what wiil it have  happened .READ MORE"
5,Super!,NiceREAD MORE
5,Fabulous!,Best product 😍READ MORE
4,Just okay,Third class product don't buyREAD MORE
5,Wonderful,Very Nice but only problem with it has loud noiseREAD MORE
4,Wonderful,That person is very honest and hardworkingREAD MORE
4,Worth the money,Nice productREAD MORE
5,Great product,AwesomeREAD MORE
5,Wonderful,Comfortable machineREAD MORE
5,Nice product,Nice product thanks flipkartREAD MORE
5,Awesome,"This product is so famous & good quality.    What to say about it's product, really this product is very very very good.       And it's dilevery with in 3 days.  But look at in future, what wiil it have  happened .READ MORE"
4,Super!,NiceREAD MORE
5,Fabulous!,Best product 😍READ MORE
5,Just okay,Third class product don't buyREAD MORE
5,Wonderful,Very Nice but only problem with it has loud noiseREAD MORE
5,Wonderful,That person is very honest and hardworkingREAD MORE
5,Worth the money,Nice productREAD MORE
5,Good choice,Value for moneyREAD MORE
5,Mind-blowing purchase,Very nice podectREAD MORE
3,Great product,Best trimmer for this pirasREAD MORE
4,Great product,Nice happyREAD MORE
5,Terrific purchase,NiceREAD MORE
4,Terrific,Good product ..READ MORE
5,Best in the market!,GoodREAD MORE
5,Mind-blowing purchase,Ok okREAD MORE
3,Good,Battery backup problemsREAD MORE
5,Wonderful,Good ❣️🖤❣️READ MORE
4,Must buy!,Love itREAD MORE
3,Terrific,Very nice productREAD MORE
3,Worth every penny,Battery backup okREAD MORE
5,Worth the money,GoodREAD MORE
3,Great product,Awsm trimmer given by filpkart really like itREAD MORE
5,Waste of money!,OkyREAD MORE
5,Good choice,Good productREAD MORE
5,Wonderful,GoodREAD MORE
4,Best in the market!,Good product from nova. Must buyREAD MORE
4,Good,Not badREAD MORE
5,Fabulous!,Nice  brandREAD MORE
5,Value-for-money,NiceREAD MORE
5,Worthless,Very bad productREAD MORE
3,Brilliant,Same as showing in imageREAD MORE
5,Nice product,GoodREAD MORE
5,Very poor,Very badREAD MORE
5,Excellent,Good productREAD MORE
4,Perfect product!,NcREAD MORE
4,Good,Not so clear shaveREAD MORE
5,Best in the market!,GoodREAD MORE
5,Excellent,Osm product 🥰🥰🥰😘😍😘READ MORE
5,Wonderful,Good productREAD MORE
4,Fabulous!,Awesome trimer and usb cord light weight mashine best quality product with reasnable rate thank you flipkartREAD MORE
4,Wonderful,Not bad but performance is perfect..!READ MORE
5,Delightful,GoodREAD MORE
4,Delightful,Good oneREAD MORE
5,Very Good,GoodREAD MORE
4,Excellent,Product is best comfortable and good backupREAD MORE
5,Terrific,Very fast charging .. very comfortable for handling  best price and best quality productREAD MORE
5,Best in the market!,AwesomeREAD MORE
5,Excellent,Osm product 🥰🥰🥰😘😍😘READ MORE
5,Wonderful,Good productREAD MORE
5,Fabulous!,Awesome trimer and usb cord light weight mashine best quality product with reasnable rate thank you flipkartREAD MORE
5,Wonderful,Not bad but performance is perfect..!READ MORE
4,Delightful,GoodREAD MORE
5,Delightful,Good oneREAD MORE
5,Very Good,GoodREAD MORE
4,Excellent,Product is best comfortable and good backupREAD MORE
5,Terrific,Very fast charging .. very comfortable for handling  best price and best quality productREAD MORE
4,Best in the market!,AwesomeREAD MORE
5,Wonderful,SuperREAD MORE
4,Terrible product,Very poor 😢 qualityREAD MORE
5,Pretty good,Very niceREAD MORE
4,Mind-blowing purchase,GoodREAD MORE
5,Very Good,Product is goodBattery backup is average Very surf bladeAllover nice product Rating 7 out of 10.READ MORE
5,Useless product,Poor qualityREAD MORE
5,Super!,Good productREAD MORE
5,Delightful,Awesome productREAD MORE
5,Classy product,Almost okREAD MORE
5,Classy product,All-time used productREAD MORE
5,Excellent,Nice productsREAD MORE
4,Decent product,GoodREAD MORE
5,Best in the market!,OsmREAD MORE
4,Wonderful,Nice productREAD MORE
5,Pretty good,Good productREAD MORE
5,Does the job,NiceREAD MORE
5,Wonderful,Osm Product Thanks FlipkartREAD MORE
5,Just okay,Not running 60 minute but ok for one useREAD MORE
5,Worth every penny,Lovely productREAD MORE
5,Classy product,The best oneREAD MORE
5,Excellent,Nice productsREAD MORE
4,Decent product,GoodREAD MORE
5,Best in the market!,OsmREAD MORE
5,Wonderful,Nice productREAD MORE
5,Pretty good,Good productREAD MORE
5,Does the job,NiceREAD MORE
5,Wonderful,Osm Product Thanks FlipkartREAD MORE
4,Just okay,Not running 60 minute but ok for one useREAD MORE
3,Worth every penny,Lovely productREAD MORE
5,Classy product,The best oneREAD MORE
4,Simply awesome,AwesomeREAD MORE
5,Wonderful,Good buyREAD MORE
3,Great product,👍 good trimmerREAD MORE
5,Really Nice,GoodREAD MORE
5,Value-for-money,It's goodREAD MORE
5,Terrific,NiceREAD MORE
4,Nice product,Good workREAD MORE
4,Fabulous!,Nice product thank you.READ MORE
3,Fabulous!,Very good trimmer 😍READ MORE
5,Fabulous!,Good bledsREAD MORE
5,Pretty good,BetterREAD MORE
5,Fair,this product is value of money so i give 3 star ⭐ retingREAD MORE
3,Must buy!,Nice productREAD MORE
5,Mind-blowing purchase,Goodd🥰🥰READ MORE
5,Very Good,AwesomeREAD MORE
5,Great product,good productREAD MORE
4,Worth every penny,Amazing productREAD MORE
4,Great product,GoodREAD MORE
3,Very Good,Nice productREAD MORE
5,Super!,Nice very looking is Very imagingREAD MORE
5,Pretty good,BetterREAD MORE
4,Fair,this product is value of money so i give 3 star ⭐ retingREAD MORE
4,Must buy!,Nice productREAD MORE
5,Mind-blowing purchase,Goodd🥰🥰READ MORE
5,Very Good,AwesomeREAD MORE
5,Great product,good productREAD MORE
4,Worth every penny,Amazing productREAD MORE
5,Great product,GoodREAD MORE
4,Very Good,Nice productREAD MORE
5,Super!,Nice very looking is Very imagingREAD MORE
3,Worth the money,Good productREAD MORE
3,Good,Not badREAD MORE
4,Terrific purchase,best product.READ MORE
5,Great product,Good product .READ MORE
5,Pretty good,Super👍👍READ MORE
5,Fair,This is good in this priceREAD MORE
5,Really Nice,So nice products really like thisREAD MORE
5,Excellent,AmazingREAD MORE
4,Value-for-money,GoodREAD MORE
4,Simply awesome,Very good ProductREAD MORE
4,Worth the money,Good productREAD MORE
5,Good,Not badREAD MORE
4,Terrific purchase,best product.READ MORE
5,Great product,Good product .READ MORE
5,Pretty good,Super👍👍READ MORE
5,Fair,This is good in this priceREAD MORE
5,Really Nice,So nice products really like thisREAD MORE
4,Excellent,AmazingREAD MORE
5,Value-for-money,GoodREAD MORE
5,Simply awesome,Very good ProductREAD MORE
3,Terrific,I like have a productREAD MORE
5,Great product,Nice productREAD MORE
5,Must buy!,Very nice productREAD MORE
4,Wonderful,Good product save moneyREAD MORE
5,Worth the money,Good qualityREAD MORE
4,Good quality product,Nice productREAD MORE
4,Best in the market!,SuperREAD MORE
5,Perfect product!,SuperREAD MORE
5,Wonderful,ThanqREAD MORE
4,Awesome,Best in runtime and smooth cutting agdesREAD MORE
4,Good choice,Runs well.READ MORE
5,Classy product,Nice product and usable productREAD MORE
5,Don't waste your money,Bad battery backupREAD MORE
5,Fabulous!,Good productREAD MORE
5,Wonderful,NiceREAD MORE
5,Pretty good,Nice productREAD MORE
4,Classy product,Amazing😍😍😍😍😍 productsREAD MORE
5,Terrific purchase,Too goodREAD MORE
5,Best in the market!,NiceREAD MORE
4,Very Good,SuperREAD MORE
4,Good choice,Runs well.READ MORE
3,Classy product,Nice product and usable productREAD MORE
4,Don't waste your money,Bad battery backupREAD MORE
5,Fabulous!,Good productREAD MORE
3,Wonderful,NiceREAD MORE
5,Pretty good,Nice productREAD MORE
4,Classy product,Amazing😍😍😍😍😍 productsREAD MORE
5,Terrific purchase,Too goodREAD MORE
5,Best in the market!,NiceREAD MORE
4,Very Good,SuperREAD MORE
4,Pretty good,It's good trimmer in this price flipkart service fast and good as usualREAD MORE
3,Good quality product,Nice productsREAD MORE
4,Classy product,Spr productREAD MORE
5,Must buy!,Tquuu  so much fipcard....😍😍😍READ MORE
3,Absolute rubbish!,BadREAD MORE
5,Good quality product,Working goodREAD MORE
5,Just okay,GoodREAD MORE
5,Value-for-money,SuperREAD MORE
4,Must buy!,NiceREAD MORE
5,Best in the market!,Good productREAD MORE
4,Terrific,Very good device at this price.READ MORE
5,Delightful,Good.. DealREAD MORE
4,Must buy!,good productREAD MORE
4,Wonderful,"Good product, price is lowREAD MORE"
3,Value-for-money,Good to use. If price would be around 500 it would be even more better.READ MORE
4,Great product,awesome thanks flipkartREAD MORE
5,Terrific,NiceREAD MORE
5,Excellent,Thanks from nova and  very very thankyou flipkart.product quality very good and looking so good.READ MORE
4,Awesome,Very goodREAD MORE
5,Value-for-money,NiceREAD MORE
4,Brilliant,Very good trimmerREAD MORE
5,Mind-blowing purchase,Good productREAD MORE
4,Must buy!,"Wow,very nice product.READ MORE"
4,Waste of money!,Very bad productREAD MORE
3,Great product,Better product for meREAD MORE
4,Worth every penny,It is so good and one more thing in this price this is the best simply super 👌👌👌👌👌👌👍👍👍👍👍👍READ MORE
5,Great product,Supbbb productREAD MORE
5,Worth every penny,Very niceREAD MORE
5,Does the job,"Nice, affordable, price worthy....READ MORE"
5,Could be way better,PoorREAD MORE
4,Very Good,GOODREAD MORE
4,Brilliant,Best trimmerREAD MORE
5,Value-for-money,NiceREAD MORE
5,Classy product,Good productREAD MORE
5,Brilliant,NiceREAD MORE
5,Good,AverageREAD MORE
5,Worth every penny,GoodREAD MORE
5,Nice product,This is a good productREAD MORE
5,Decent product,Nice productREAD MORE
4,Fair,Not badREAD MORE
4,Just wow!,I love it nice 🙂READ MORE
5,Nice,Nice 👍👍READ MORE
5,Awesome,Excellent productREAD MORE
5,Just wow!,Excellent product go for itREAD MORE
5,Classy product,Nice productREAD MORE
5,Worth the money,Best trimmerREAD MORE
5,Wonderful,"Good product,,, thanks to FlipkartREAD MORE"
5,Classy product,This is very good quality andREAD MORE
5,Great product,"Nice product,READ MORE"
5,Absolute rubbish!,Bad productsREAD MORE
3,Just wow!,I love it nice 🙂READ MORE
5,Nice,Nice 👍👍READ MORE
5,Awesome,Excellent productREAD MORE
5,Just wow!,Excellent product go for itREAD MORE
5,Classy product,Nice productREAD MORE
5,Worth the money,Best trimmerREAD MORE
5,Wonderful,"Good product,,, thanks to FlipkartREAD MORE"
5,Classy product,This is very good quality andREAD MORE
5,Great product,"Nice product,READ MORE"
4,Absolute rubbish!,Bad productsREAD MORE
5,Perfect product!,Good oneREAD MORE
5,Good quality product,Nice productREAD MORE
5,Delightful,GoodREAD MORE
5,Great product,Good productREAD MORE
5,Nice product,NicREAD MORE
5,Excellent,Nice productREAD MORE
5,Pretty good,It's worthREAD MORE
5,Awesome,Good product.READ MORE
4,Worth every penny,GoodREAD MORE
5,Highly recommended,Nice  product nice processingREAD MORE
5,Terrific purchase,Awesome product 👍READ MORE
4,Excellent,Its looking very nice and easy to handle this product.READ MORE
5,Great product,Gud qualityREAD MORE
4,Value-for-money,Good productREAD MORE
3,Must buy!,NiceREAD MORE
5,Best in the market!,SuperREAD MORE
5,Good choice,Wowoooo 🤩🤩🤩😍😍😍Amazing very nice product🤔🤔🤔READ MORE
5,Classy product,Quality productREAD MORE
3,Really Nice,Great productREAD MORE
5,Perfect product!,Very goodREAD MORE
5,Pretty good,"The best price of this bestest product...it's too comfy to use n the biggest surprise is that it doesn't lags every time,works best...READ MORE"
4,Classy product,very goodREAD MORE
5,Worth the money,GoodREAD MORE
5,Just wow!,NiceREAD MORE
4,Just wow!,Nice 👌👌READ MORE
5,Terrific,I love it verry nice productREAD MORE
4,Best in the market!,SuperREAD MORE
5,Mind-blowing purchase,GoodREAD MORE
4,Simply awesome,Good product quality also goodREAD MORE
4,Awesome,NiceREAD MORE
5,Pretty good,"The best price of this bestest product...it's too comfy to use n the biggest surprise is that it doesn't lags every time,works best...READ MORE"
4,Classy product,very goodREAD MORE
5,Worth the money,GoodREAD MORE
5,Just wow!,NiceREAD MORE
4,Just wow!,Nice 👌👌READ MORE
5,Terrific,I love it verry nice productREAD MORE
4,Best in the market!,SuperREAD MORE
5,Mind-blowing purchase,GoodREAD MORE
4,Simply awesome,Good product quality also goodREAD MORE
4,Awesome,NiceREAD MORE
5,Pretty good,Good productREAD MORE
4,Classy product,Awesome productsREAD MORE
5,Must buy!,NiceREAD MORE
5,Simply awesome,Superb quality thanks FlipkartREAD MORE
5,Just wow!,Nice but too long for fully chargeREAD MORE
4,Wonderful,Good product. Value for moneyREAD MORE
3,Good choice,Good productREAD MORE
5,Good,Good product looking fine 👍READ MORE
5,Awesome,Looking goodREAD MORE
3,Pretty good,NiceREAD MORE
5,Simply awesome,Good qualityREAD MORE
4,Nice,Good productREAD MORE
5,Terrific,Nice product FlipkartREAD MORE
5,Fabulous!,Very nice 👌READ MORE
5,Just wow!,Osm😍😍😍😍NiceREAD MORE
4,Value-for-money,I got it on the time. It’s Value for money product. 4 different sizes of blades are given. Speed and trimming quality is good.READ MORE
3,Nice product,Good and avg. Product.Value for money ...go for itREAD MORE
5,Does the job,Battery is poorREAD MORE
5,Perfect product!,"Good quality product, run smoothly 👍READ MORE"
3,Classy product,Good productREAD MORE
5,Simply awesome,Good qualityREAD MORE
4,Nice,Good productREAD MORE
4,Terrific,Nice product FlipkartREAD MORE
5,Fabulous!,Very nice 👌READ MORE
5,Just wow!,Osm😍😍😍😍NiceREAD MORE
3,Value-for-money,I got it on the time. It’s Value for money product. 4 different sizes of blades are given. Speed and trimming quality is good.READ MORE
5,Nice product,Good and avg. Product.Value for money ...go for itREAD MORE
4,Does the job,Battery is poorREAD MORE
5,Perfect product!,"Good quality product, run smoothly 👍READ MORE"
4,Classy product,Good productREAD MORE
4,Pretty good,This product is good.READ MORE
3,Worth the money,Average level but colour amozingREAD MORE
4,Excellent,Best products at this priceREAD MORE
5,Awesome,Very good product. satisfied to use the product.READ MORE
4,Fabulous!,So goodREAD MORE
5,Worth the money,HoodREAD MORE
5,Utterly Disappointed,Damaged broken product provide.READ MORE
4,Perfect product!,"Using after 6-7 months, it's battery life awesome...READ MORE"
4,Delightful,NiceREAD MORE
3,Great product,"Really osm product ,, easy to use I really like it and recommend it to all of youREAD MORE"
4,Good,Good product this prize.READ MORE
5,Nice,Very amazing productREAD MORE
4,Worst experience ever!,Very noiseREAD MORE
5,Really Nice,So nice productREAD MORE
5,Simply awesome,Nice      battery and nice bladeREAD MORE
4,Excellent,Nice productREAD MORE
5,Must buy!,GoodREAD MORE
5,Terrific purchase,I'm impressed 🌝🌝😁😁READ MORE
4,Highly recommended,"Very use full , very long batteryREAD MORE"
5,Delightful,Mind blowing purchaseREAD MORE
3,Worth the money,GoodREAD MORE
4,Pretty good,nice productREAD MORE
3,Super!,Supper productREAD MORE
3,Good quality product,GoodREAD MORE
4,Simply awesome,GoodREAD MORE
5,Hated it!,Nova Moadal ia charging betri problem 15 mint onliREAD MORE
4,Terrific,NiceREAD MORE
5,Just wow!,ExcellentREAD MORE
4,Slightly disappointed,Battery capacity is not satisfactroyREAD MORE
4,Excellent,AwesomeREAD MORE
5,Nice product,"Excellent product, the only negative is item made in china, which should have been specifiedREAD MORE"
5,Brilliant,Very good product thank you so much filipkart.READ MORE
5,Perfect product!,Excellent product with Nice design.Thanks NOVA & Thanks Flipkart.READ MORE
5,Good,Very good productREAD MORE
5,Highly recommended,Another good product by flipcartREAD MORE
3,Terrific purchase,SuperREAD MORE
4,Delightful,Not bad. Good productREAD MORE
5,Simply awesome,Ok thank youREAD MORE
5,Worth the money,Best product in this priceREAD MORE
4,Worth the money,Nice productREAD MORE
4,Wonderful,Nice trimmer ....thanks  filpkart 😚😚😚😚READ MORE
4,Hated it!,Poor productREAD MORE
5,Awesome,Really niceREAD MORE
4,Delightful,This is good product.  👍READ MORE
4,Good quality product,Great productREAD MORE
5,Excellent,Very Nice ProductREAD MORE
3,Terrific,"Liked the product , value for moneyREAD MORE"
5,Awesome,Nice product from novaREAD MORE
4,Excellent,Very very very good trimmerREAD MORE
5,Mind-blowing purchase,Nice product Thankyou flipkartREAD MORE
4,Good quality product,"Nice trimmer , looking good & attractive , blade is very Sharpe , superbREAD MORE"
4,Perfect product!,This product is most important thingREAD MORE
5,Great product,GoodREAD MORE
5,Worth the money,Good product nice battery backup good quality blade and washable I am happy to buy this productREAD MORE
5,Wonderful,it is goodREAD MORE
4,Good,Does the jobREAD MORE
5,Delightful,Looking very nice and stylish.Working good.READ MORE
4,Just wow!,Excellent product...READ MORE
3,Good,Ok satisfiedREAD MORE
5,Super!,Good I loveREAD MORE
5,Good quality product,"Nice trimmer , looking good & attractive , blade is very Sharpe , superbREAD MORE"
5,Perfect product!,This product is most important thingREAD MORE
3,Great product,GoodREAD MORE
5,Worth the money,Good product nice battery backup good quality blade and washable I am happy to buy this productREAD MORE
4,Wonderful,it is goodREAD MORE
5,Good,Does the jobREAD MORE
5,Delightful,Looking very nice and stylish.Working good.READ MORE
4,Just wow!,Excellent product...READ MORE
3,Good,Ok satisfiedREAD MORE
5,Super!,Good I loveREAD MORE
5,Perfect product!,GoodREAD MORE
5,Best in the market!,Such A Great product best battery backup and easy usingREAD MORE
3,Delightful,I like this productREAD MORE
5,Terrific purchase,GoodREAD MORE
4,Good choice,NiceREAD MORE
5,Perfect product!,Best trimmer forever❤️❤️READ MORE
4,Value-for-money,Good productREAD MORE
5,Good choice,NiceREAD MORE
5,Does the job,"Not good for frist time user , not smooth like hear cut shops charzing  is very bad 1  hour  4-6  minuteREAD MORE"
